id|name|images|tags|active|quantity|category|meta-title|eya-category|商品编号：|价格：|品牌：|重量：|评价：|购买数量：|商品总价：|na|产地：|促销价:|剩余时间：|desc|
12499|台湾我的美丽日记柑橘全效紧致香氛面膜 10片装|http://www.chishenghuo.com/eimages/images/201410/source_img/833_G_1413579581628.png|台湾我的美丽日记柑橘全效紧致香氛面膜`10片装`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|台湾我的美丽日记柑橘全效紧致香氛面膜 10片装|当前位置: 首页 > 美妆馆 > 护肤 保养 清洁 > 面膜贴 _ 冻膜 _ 眼膜 > 台湾我的美丽日记柑橘全效紧致香氛面膜 10片装|maya-PM-9505|12.50|我的美丽日记|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center;"><img src="http://www.chishenghuo.com/eimages/images/image/52251413828110.jpg" title="台湾我的美丽日记柑橘全效紧致香氛面膜 10片装1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141211/1418256104808036.jpg" title="我的美丽日记面膜功效表.jpg"></p><p><br></p><p><br></p><p style="line-height: 2em;"><span style="font-size: 18px;"><strong style=";padding: 0px;font-size: 12px;white-space: normal;color: rgb(51, 51, 51);font-family: 微软雅黑;text-align: center;background-color: rgb(255, 255, 255)"><span style="font-size: 18px; padding: 0px; color: rgb(0, 0, 0);">全效紧致</span></strong><span style="font-size: 18px; padding: 0px; color: rgb(102, 102, 102);  font-family: 微软雅黑; text-align: center; background-color: rgb(255, 255, 255);"><span title="全效緊緻 " style="font-size: 18px; padding: 0px;"><br>添加经典紧致成分维他命A醇，提供皮肤生理机制所需的基础维生素，维持胶原蛋白的弹力紧致并强化肌肤抵抗力，协同维持肌肤处于健康状态的专属持续型保湿成份CosphingoTM，搭配蘑菇、水解米蛋白、水解荷荷芭等净化植物萃取，清除老废污垢角质修饰毛孔粗大现象，让肌肤拥有柔焦般的细致美肌力。<br><br><br></span><strong style=";padding: 0px"><span title="清新抑油 " style="font-size: 18px; padding: 0px;">清新抑油</span></strong><span title="清新抑油 " style="font-size: 18px; padding: 0px;"><br>充满阳光味道的柑橘复合香氛，注入肌肤清新活力感受，添加金缕梅、柠檬及葡萄柚等植物精华，调理肌肤油水平衡减少过度泛油现象，维持洁净干爽透净肌。<br><br><br></span><strong style=";padding: 0px"><span title="美肌小百科 " style="font-size: 18px; padding: 0px;">美肌小百科</span></strong><span title="美肌小百科 " style="font-size: 18px; padding: 0px;"><br>「清新柑橘调」融入甜橙的浓郁沁心，转化为柠檬的清新净化，令人振奋的尤加利做结尾，充满阳光的清新柑橘香氛，让保养时刻找回肌肤元气新活力！<br><br><br></span><strong style=";padding: 0px"><span title="使用方法 " style="font-size: 18px; padding: 0px;">使用方法</span></strong><span title="使用方法 " style="font-size: 18px; padding: 0px;"><br>STEP1.于清洁化妆水后，撕掉珍珠膜将面膜轻敷于全脸<br>STEP2.约20~30分钟后即可取下面膜<br>STEP3.若脸上仍留有精华液，可以指腹轻轻按摩帮助肌肤吸收，无需用水清洗<br>STEP4.敷完面膜后请重复乳液/霜等日常保养程序，将滋润成分锁在皮肤内</span></span></span></p>|
12502|台湾我的美丽日记胶原修护白金面膜 4片装|http://www.chishenghuo.com/eimages/images/201410/source_img/834_G_1413580515707.jpg|台湾我的美丽日记胶原修护白金面膜`4片装`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|台湾我的美丽日记胶原修护白金面膜 4片装|当前位置: 首页 > 美妆馆 > 护肤 保养 清洁 > 面膜贴 _ 冻膜 _ 眼膜 > 台湾我的美丽日记胶原修护白金面膜 4片装|maya-PM-8010|12.99|我的美丽日记|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413580466651614.jpg" style="" title="台湾我的美丽日记胶原修护白金面膜2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413580467629864.jpg" style="" title="台湾我的美丽日记胶原修护白金面膜3.jpg"></p><p><br></p>|
12505|台湾我的美丽日记玻尿酸保湿白金面膜 4片装|http://www.chishenghuo.com/eimages/images/201410/source_img/835_G_1413581458754.jpg|台湾我的美丽日记玻尿酸保湿白金面膜`4片装`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|台湾我的美丽日记玻尿酸保湿白金面膜 4片装|当前位置: 首页 > 美妆馆 > 护肤 保养 清洁 > 面膜贴 _ 冻膜 _ 眼膜 > 台湾我的美丽日记玻尿酸保湿白金面膜 4片装|maya-PM-8003|12.99|我的美丽日记|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581451248046.jpg" style="" title="台湾我的美丽日记玻尿酸保湿白金面膜 4片装3.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581452766391.jpg" style="" title="台湾我的美丽日记玻尿酸保湿白金面膜 4片装2.jpg"></p><p><br></p>|
12508|台湾我的美丽日记杏仁酸焕彩白金面膜 4片装|http://www.chishenghuo.com/eimages/images/201410/source_img/836_G_1413581680634.jpg|台湾我的美丽日记杏仁酸焕彩白金面膜`4片装`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|台湾我的美丽日记杏仁酸焕彩白金面膜 4片装|当前位置: 首页 > 美妆馆 > 护肤 保养 清洁 > 面膜贴 _ 冻膜 _ 眼膜 > 台湾我的美丽日记杏仁酸焕彩白金面膜 4片装|maya-PM-7990|12.99|我的美丽日记|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581675658897.jpg" style="" title="台湾我的美丽日记杏仁酸焕彩白金面膜 4片装2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581675607661.jpg" style="" title="台湾我的美丽日记杏仁酸焕彩白金面膜 4片装1.jpg"></p><p><br></p>|
12511|台湾我的美丽日记蜗牛全效白金面膜 4片装|http://www.chishenghuo.com/eimages/images/201410/source_img/837_G_1413581909843.jpg`http://www.chishenghuo.com/eimages/images/201410/goods_img/837_P_1413581920772.jpg|台湾我的美丽日记蜗牛全效白金面膜`4片装`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|台湾我的美丽日记蜗牛全效白金面膜 4片装|当前位置: 首页 > 美妆馆 > 护肤 保养 清洁 > 面膜贴 _ 冻膜 _ 眼膜 > 台湾我的美丽日记蜗牛全效白金面膜 4片装|maya-PM-8027|12.99|我的美丽日记|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581901799603.jpg" style="" title="台湾我的美丽日记蜗牛全效白金面膜 4片装2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581901106048.jpg" style="" title="台湾我的美丽日记蜗牛全效白金面膜 4片装1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413581901514009.jpg" style="" title="台湾我的美丽日记蜗牛全效白金面膜 4片装3.jpg"></p><p><br></p>|
12517|日本KASUGAI春日井水果QQ软糖 葡萄味|http://www.chishenghuo.com/eimages/images/201410/source_img/839_G_1413585748241.jpg|日本KASUGAI春日井水果QQ软糖`葡萄味`奶糖`软糖`夹心糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|日本KASUGAI春日井水果QQ软糖 葡萄味|当前位置: 首页 > 休闲零食 > 糖果 软糖 巧克力 > 奶糖 软糖 夹心糖 > 日本KASUGAI春日井水果QQ软糖 葡萄味|maya-NI-0848|2.55|KASUGAI春日井|107| (已有0人评论)|减少数量 增加数量||na|日本|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413585735982558.jpg" style="" title="日本春日井水果QQ软糖葡萄味107克_2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413585735974290.jpg" style="" title="日本春日井水果QQ软糖葡萄味107克_desc_1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141022/1413912760661741.png" title="11.png"></p><p><br></p>|
10252|日本OGURA小仓烧制鱿鱼须|http://www.chishenghuo.com/eimages/images/201408/source_img/84_G_1406943415641.jpg|日本OGURA小仓烧制鱿鱼须``海味`鱿鱼丝`海苔`鱼肠`海味`调味`养生`休闲零食|1|100|甜点零食`吃货世界|日本OGURA小仓烧制鱿鱼须|当前位置: 首页 > 休闲零食 > 海味 调味 养生 > 海味 鱿鱼丝 海苔 鱼肠 > 日本OGURA小仓烧制鱿鱼须|maya-NI-4429|2.89|OGURA小仓|70| (已有0人评论)|减少数量 增加数量||na||||<p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><img src="/images/upload/Image/小仓烧味鱿鱼须.jpg" width="500" height="500" alt="">&nbsp;</p><p><img src="/images/upload/Image/237_P_1386602500102(1).png" width="625" height="622" alt=""></p>|
12520|日本KASUGAI春日井水果QQ软糖 青葡萄味|http://www.chishenghuo.com/eimages/images/201410/source_img/840_G_1413586352829.jpg|日本KASUGAI春日井水果QQ软糖`青葡萄味`奶糖`软糖`夹心糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|日本KASUGAI春日井水果QQ软糖 青葡萄味|当前位置: 首页 > 休闲零食 > 糖果 软糖 巧克力 > 奶糖 软糖 夹心糖 > 日本KASUGAI春日井水果QQ软糖 青葡萄味|maya-NI-0137|2.55|KASUGAI春日井|107| (已有0人评论)|减少数量 增加数量||na|日本|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413586344860869.jpg" style="" title="日本KASUGAI春日井水果QQ软糖 青葡萄味1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413586345727736.jpg" style="" title="日本KASUGAI春日井水果QQ软糖 青葡萄味2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141022/1413912738200621.png" title="11.png"></p><p><br></p>|
12523|日本KASUGAI春日井水果QQ软糖 菠萝味|http://www.chishenghuo.com/eimages/images/201410/source_img/841_G_1413586775457.jpg|日本KASUGAI春日井水果QQ软糖`菠萝味`奶糖`软糖`夹心糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|日本KASUGAI春日井水果QQ软糖 菠萝味|当前位置: 首页 > 休闲零食 > 糖果 软糖 巧克力 > 奶糖 软糖 夹心糖 > 日本KASUGAI春日井水果QQ软糖 菠萝味|maya-NI-0144|2.55|KASUGAI春日井|107| (已有0人评论)|减少数量 增加数量||na|日本|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413586765732206.jpg" title="日本KASUGAI春日井水果QQ软糖 菠萝味.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141022/1413912720918329.png" title="11.png"></p><p><br></p>|
12526|日本KASUGAI春日井水果QQ软糖 白桃味|http://www.chishenghuo.com/eimages/images/201410/source_img/842_G_1413586886614.JPG|日本KASUGAI春日井水果QQ软糖`白桃味`奶糖`软糖`夹心糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|日本KASUGAI春日井水果QQ软糖 白桃味|当前位置: 首页 > 休闲零食 > 糖果 软糖 巧克力 > 奶糖 软糖 夹心糖 > 日本KASUGAI春日井水果QQ软糖 白桃味|maya-NI-0342|2.55|KASUGAI春日井|107| (已有0人评论)|减少数量 增加数量||na|日本|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413586878813737.jpg" style="" title="日本春日井水果QQ软糖白桃味107克_2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141018/1413586878306272.jpg" style="" title="日本春日井水果QQ软糖白桃味107克_desc_1.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141022/1413912706258163.png" title="11.png"></p><p><br></p>|
